time,value
2003-08-23,-0.706238956851476
2003-08-24,-0.5237058314228135
2003-08-25,-0.48416375035017095
2003-08-26,-0.9161034003133365
2003-08-27,-1.0979374916667435
2003-08-28,-1.1711826694617955
2003-08-29,-1.6276624880010269
2003-08-30,-1.9413351650321526
2003-08-31,-2.2851008690672083
2003-09-01,-2.443461014905906
2003-09-02,-2.5198493912146733
2003-09-03,-2.9088944862686223
2003-09-04,-2.8877450515453997
2003-09-05,-2.940365233339907
2003-09-06,-3.6173977635942984
2003-09-07,-4.015169850477415
2003-09-08,-3.9248392185344496
2003-09-09,-4.114342304698217
2003-09-10,-4.15992283165681
2003-09-11,-4.43514020784079
2003-09-12,-4.200018743367521
2003-09-13,-4.226834001315644
2003-09-14,-4.500987684481066
2003-09-15,-4.89240088213881
2003-09-16,-5.173793868163387
2003-09-17,-5.14444890191323
2003-09-18,-5.212153694066838
2003-09-19,-5.316126771403744
2003-09-20,-5.42153141354334
2003-09-21,-5.590857569083103
2003-09-22,-5.806781176143372
2003-09-23,-5.986067556056794
2003-09-24,-6.222985248631856
2003-09-25,-5.932966637578113
2003-09-26,-6.1200669334190385
2003-09-27,-6.275386019224432
2003-09-28,-6.155831217315185
2003-09-29,-6.599336452144451
2003-09-30,-6.293218350788172
2003-10-01,-6.214951976501424
2003-10-02,-6.3029054984009605
2003-10-03,-6.113765930873112
2003-10-04,-6.24285732684387
2003-10-05,-6.455739807961147
2003-10-06,-6.66647059557132
2003-10-07,-6.080058613737965
2003-10-08,-6.181613695566852
2003-10-09,-5.9061058791202425
2003-10-10,-6.029776729328996
2003-10-11,-5.699335853821194
2003-10-12,-5.7398747854169345
2003-10-13,-5.721353569444962
2003-10-14,-5.735939102967308
2003-10-15,-5.258973959902741
2003-10-16,-4.8297747541076435
2003-10-17,-4.658263021110182
2003-10-18,-4.502673435240242
2003-10-19,-4.4303893855652605
2003-10-20,-3.87317745163427
2003-10-21,-3.9613967353326864
2003-10-22,-3.575811628781675
2003-10-23,-3.326430565865563
2003-10-24,-3.3002746272675925
2003-10-25,-3.1148602931072764
2003-10-26,-3.0208338597494104
2003-10-27,-2.8608258191769083
2003-10-28,-3.0247617969223595
2003-10-29,-2.1602402838228723
2003-10-30,-2.3741318012150634
2003-10-31,-2.4150250589805053
2003-11-01,-2.0520681638979306
2003-11-02,-1.9148908424536735
2003-11-03,-2.065133576429203
2003-11-04,-2.110222466200653
2003-11-05,-1.4905746039521262
2003-11-06,-1.6901553309648565
2003-11-07,-1.5174275551047665
2003-11-08,-1.325789597557495
2003-11-09,-1.210792337824146
2003-11-10,-1.3957970504520858
2003-11-11,-1.3094929458772178
2003-11-12,-1.1917725178665586
2003-11-13,-0.8158726685094047
2003-11-14,-0.8516204330408588
2003-11-15,-0.7577792441005115
2003-11-16,-0.7684469238194624
2003-11-17,-0.5544500630823718
2003-11-18,-0.37552097417740327
2003-11-19,-0.4745437381875744
2003-11-20,-0.20225040776830475
2003-11-21,-0.12353164190742696
2003-11-22,-0.11132359789863597
2003-11-23,0.10457638922216252
2003-11-24,0.646669664889011
2003-11-25,0.863530685614855
2003-11-26,1.2313425457094316
2003-11-27,1.8503831799485306
2003-11-28,1.65703662401452
2003-11-29,2.091116381048115
2003-11-30,2.2969520678761897
2003-12-01,2.0366851494647658
2003-12-02,2.5126526678416625
2003-12-03,2.7445715111186857
2003-12-04,3.350360956548706
2003-12-05,3.4308264989027695
2003-12-06,4.047949872801805
2003-12-07,4.566017364570933
2003-12-08,4.632213189920483
2003-12-09,5.030368084225631
2003-12-10,5.278317708982508
2003-12-11,5.60093840261069
2003-12-12,5.873811188791749
2003-12-13,6.158661151619384
2003-12-14,6.574392219443251
2003-12-15,7.025993300699231
2003-12-16,7.450087593753425
2003-12-17,7.793536386826314
2003-12-18,8.043125334438566
2003-12-19,8.581278014395865
2003-12-20,8.974011104060928
2003-12-21,9.419925309073081
2003-12-22,9.749337264358003
2003-12-23,9.835064154885279
2003-12-24,9.748215331005095
2003-12-25,10.156870530362442
2003-12-26,10.47632120427071
2003-12-27,10.843492672798634
2003-12-28,11.419502598765522
2003-12-29,11.824994195435863
2003-12-30,12.459766490938517
2003-12-31,13.282788598143421
2004-01-01,13.592542433248237
2004-01-02,14.238848773413729
2004-01-03,14.484668060132588
2004-01-04,14.942082320590599
2004-01-05,14.866676006557478
2004-01-06,15.125572352799058
2004-01-07,15.426811203729988
2004-01-08,16.073772344684038
2004-01-09,16.62734638618388
2004-01-10,17.102541311409787
2004-01-11,17.625586080179453
2004-01-12,18.18805369045398
2004-01-13,18.294984990494644
2004-01-14,18.559152119777373
2004-01-15,19.04279550566037
2004-01-16,19.282408277569342
2004-01-17,19.981809579137177
2004-01-18,19.77353155781794
2004-01-19,20.112841125328625
2004-01-20,20.622461425989922
2004-01-21,20.827219851178533
2004-01-22,21.363604976159408
2004-01-23,21.590765713266542
2004-01-24,22.33744716607279
2004-01-25,22.652620561040724
2004-01-26,23.02100037773981
2004-01-27,23.372446753383098
2004-01-28,23.54626809988865
2004-01-29,23.60697818717202
2004-01-30,23.946385803837245
2004-01-31,24.176634801600606
2004-02-01,24.733838124052106
2004-02-02,25.370628045670834
2004-02-03,26.038739118300576
2004-02-04,26.746056948707675
2004-02-05,26.97483434104527
2004-02-06,27.32763985688607
2004-02-07,27.686292965530605
2004-02-08,28.15618562481241
2004-02-09,28.219807365617307
2004-02-10,28.560976333841932
2004-02-11,28.95124782188227
2004-02-12,29.58199476144225
2004-02-13,29.942119860528898
2004-02-14,30.01453732239954
2004-02-15,30.407337891343015
2004-02-16,30.824108474507316
2004-02-17,31.49342653656429
2004-02-18,31.966732460126426
2004-02-19,32.587684544317405
2004-02-20,33.31321121277892
2004-02-21,33.871228333419864
2004-02-22,34.46872736865676
2004-02-23,34.77236088476693
2004-02-24,35.352971903742564
2004-02-25,35.731040041285425
2004-02-26,36.17912599144729
2004-02-27,36.19902698846442
2004-02-28,36.795240456441284
2004-02-29,37.12438638648316
2004-03-01,37.56508825976827
2004-03-02,37.87326758853332
2004-03-03,37.51625717575295
2004-03-04,37.462452300857294
2004-03-05,37.646510419973524
2004-03-06,37.94523325503433
2004-03-07,38.16734278774761
2004-03-08,38.452129067114285
2004-03-09,38.702023887919296
2004-03-10,39.09339485239196
2004-03-11,39.340356067317494
2004-03-12,39.59048674119079
2004-03-13,39.82565779117534
2004-03-14,40.22913816289856
2004-03-15,40.61104634061541
2004-03-16,41.01551362565571
2004-03-17,40.91308478595613
2004-03-18,41.1693640156349
2004-03-19,41.45458159804712
2004-03-20,41.520486390706246
2004-03-21,41.59068743035223
2004-03-22,41.80329388542934
2004-03-23,41.81168600416634
2004-03-24,41.61537525462954
2004-03-25,41.49242159539289
2004-03-26,41.33832059241488
2004-03-27,41.54908812297421
2004-03-28,42.140948615231586
2004-03-29,42.3268576282805
2004-03-30,42.55945011566523
2004-03-31,43.02943689449285
2004-04-01,42.93727679962406
2004-04-02,43.164468109920904
2004-04-03,43.42435802648637
2004-04-04,43.497007650927976
2004-04-05,43.608888290002156
2004-04-06,43.79646641927278
2004-04-07,43.68722782744156
2004-04-08,43.77429798337905
2004-04-09,43.949529576297245
2004-04-10,44.3904979240832
2004-04-11,44.17901299749235
2004-04-12,44.12563346670143
2004-04-13,43.684609470702426
2004-04-14,43.78146602104774
2004-04-15,43.57339738303637
2004-04-16,43.732992288128436
2004-04-17,43.75177543901373
2004-04-18,43.645652223916564
2004-04-19,43.82818267431931
2004-04-20,44.045938418455165
2004-04-21,44.216552208902506
2004-04-22,44.25140770504246
2004-04-23,44.585274560074915
2004-04-24,44.69585397049518
2004-04-25,45.00390554639082
2004-04-26,45.036696495273546
2004-04-27,44.800203479879976
2004-04-28,44.66937252304617
2004-04-29,44.737328072666486
2004-04-30,43.93284879259399
2004-05-01,44.2324932513411
2004-05-02,44.655207816897594
2004-05-03,44.57235974435481
2004-05-04,44.569926532661675
2004-05-05,44.43133139923909
2004-05-06,44.477411374022225
2004-05-07,44.66974753859781
2004-05-08,44.78614555482659
2004-05-09,45.244166907895405
2004-05-10,44.74922072116399
2004-05-11,44.71363857891251
2004-05-12,44.668895879922516
2004-05-13,44.78416302564309
2004-05-14,44.62754949830186
2004-05-15,44.920500940583835
2004-05-16,44.89266444750055
2004-05-17,45.00421141290865
2004-05-18,44.96130774126719
2004-05-19,44.48645082251441
2004-05-20,44.09177722829438
2004-05-21,43.462880831425835
2004-05-22,43.20690695276851
2004-05-23,42.675776236956736
2004-05-24,42.65881203736539
2004-05-25,42.52361674385294
2004-05-26,42.42079339259518
2004-05-27,42.18529832921739
2004-05-28,41.75854915987457
2004-05-29,41.33103120957995
2004-05-30,41.62488480775906
2004-05-31,41.27348458236121
2004-06-01,41.169493082260225
2004-06-02,41.03392607341906
2004-06-03,41.09302858879103
2004-06-04,41.029039692919376
2004-06-05,40.73276213543668
2004-06-06,40.06295526317499
2004-06-07,39.48850907744285
2004-06-08,38.86589836510404
2004-06-09,38.51293986768369
2004-06-10,38.55817759332391
2004-06-11,38.65522236624864
2004-06-12,38.2025946587288
2004-06-13,38.1289712158684
2004-06-14,37.458154005555755
2004-06-15,37.29394876351666
2004-06-16,37.07555933269354
2004-06-17,36.882700647379224
2004-06-18,36.4818177621057
2004-06-19,36.232897369361986
2004-06-20,36.210541932180604
2004-06-21,36.18807236493471
2004-06-22,36.094947373150035
2004-06-23,35.60154065696708
2004-06-24,35.227462056797236
2004-06-25,34.53425696767071
2004-06-26,34.45126728740836
2004-06-27,34.76574843632253
2004-06-28,34.543100839379576
2004-06-29,34.169488482541134
2004-06-30,33.99404571449108
2004-07-01,33.11923172740935
2004-07-02,32.993630440832966
2004-07-03,32.3213517467972
2004-07-04,32.10795686569705
2004-07-05,31.997170947888375
2004-07-06,32.15432948521386
2004-07-07,31.976765809110354
2004-07-08,31.541377690508337
2004-07-09,31.62296996441312
2004-07-10,30.789277326875645
2004-07-11,30.2731342167558
2004-07-12,30.15876311289701
2004-07-13,29.602774238626733
2004-07-14,30.025897233180377
2004-07-15,29.665992616977825
2004-07-16,29.20870271800651
2004-07-17,28.615309803200713
2004-07-18,28.42152835299077
2004-07-19,28.266505991691364
2004-07-20,28.08418858868414
2004-07-21,27.93272912742297
2004-07-22,27.68383906130587
2004-07-23,27.50644696850846
2004-07-24,27.263661878366708
2004-07-25,26.878103257311075
2004-07-26,26.64348107119428
2004-07-27,26.23829875896346
2004-07-28,26.121700286140463
2004-07-29,25.857212576670896
2004-07-30,25.26672533720299
2004-07-31,25.231753019216832
2004-08-01,24.73939306704885
2004-08-02,24.76152973379221
2004-08-03,24.1385711057066
2004-08-04,23.74398617832327
2004-08-05,23.130274588105955
2004-08-06,23.04101164830221
2004-08-07,22.799015538362237
2004-08-08,22.243819734054714
2004-08-09,22.343502200901526
2004-08-10,22.15851020566993
2004-08-11,22.0643762190842
2004-08-12,21.43276099072499
2004-08-13,20.939876920871587
2004-08-14,20.77497351973699
2004-08-15,20.46316772889422
2004-08-16,20.339612050822073
2004-08-17,20.282920714425277
2004-08-18,20.0796059410261
2004-08-19,19.711532892790263
2004-08-20,19.3452263527655
2004-08-21,18.964713446787
2004-08-22,18.626469717280177
2004-08-23,18.07527527541884
2004-08-24,18.236192117015825
2004-08-25,17.862682450898227
2004-08-26,17.568159460938947
2004-08-27,17.033097422864625
2004-08-28,16.79685378728307
2004-08-29,16.718118965584203
2004-08-30,16.437156703573862
2004-08-31,16.291725502293044
2004-09-01,15.85739367109915
2004-09-02,15.714248912178501
2004-09-03,15.433281179730495
2004-09-04,15.554736945107186
2004-09-05,15.408249693887107
2004-09-06,15.318238967492857
2004-09-07,15.308301198310783
2004-09-08,15.230564666707558
2004-09-09,15.064764238626642
2004-09-10,15.202744011800743
2004-09-11,15.322333624785816
2004-09-12,15.212461982090765
2004-09-13,14.948483632788529
2004-09-14,14.8255416160766
2004-09-15,14.838716833149787
2004-09-16,14.60552374336897
2004-09-17,14.231046721795844
2004-09-18,14.238218403274766
2004-09-19,14.456334938768203
2004-09-20,14.510782253996192
2004-09-21,14.454408884165394
2004-09-22,14.517714139725804
2004-09-23,14.353429806018612
2004-09-24,14.51880305120571
2004-09-25,14.353169307688102
2004-09-26,14.453128012545601
2004-09-27,14.565489283594921
2004-09-28,14.383284978323111
2004-09-29,14.660137005197472
2004-09-30,14.741284999822833
2004-10-01,15.000413430906512
2004-10-02,15.25070695833268
2004-10-03,15.676520525920749
2004-10-04,15.734473433715229
2004-10-05,15.41133457654754
2004-10-06,15.228255381551723
2004-10-07,15.113680313687889
2004-10-08,15.257376671426677
2004-10-09,15.205721324787495
2004-10-10,14.9124376942738
2004-10-11,15.449304869418182
2004-10-12,15.417217596193868
2004-10-13,15.13281050724993
2004-10-14,15.267594036225594
2004-10-15,15.455048872546701
2004-10-16,15.611442092323262
2004-10-17,15.952887777171963
2004-10-18,15.979104486177198
2004-10-19,15.554721480346846
2004-10-20,15.581981787261814
2004-10-21,15.51014008414793
2004-10-22,15.560595373822943
2004-10-23,15.466846687993446
2004-10-24,15.567559534469925
2004-10-25,15.754369541774688
2004-10-26,15.869874741812616
2004-10-27,15.8147672189808
2004-10-28,16.089931770205744
2004-10-29,16.3595026618827
2004-10-30,16.02623173977133
2004-10-31,16.005544687312653
2004-11-01,16.078461416333596
2004-11-02,15.690854876352365
2004-11-03,15.3541827527672
2004-11-04,15.533659202643083
2004-11-05,15.944330870112317
2004-11-06,16.23725655835082
2004-11-07,16.091313155975907
2004-11-08,16.460324409033525
2004-11-09,16.99043567328634
2004-11-10,16.995917595024796
2004-11-11,17.053002204593277
2004-11-12,17.835890644857887
2004-11-13,18.122854138900312
2004-11-14,18.399830555076402
2004-11-15,18.47700940475971
2004-11-16,18.15888130273072
2004-11-17,18.757149141719015
2004-11-18,18.94761267873464
2004-11-19,19.24754520775961
2004-11-20,20.05089175783525
2004-11-21,20.515183348643564
2004-11-22,21.142367803520894
2004-11-23,21.079685165926698
2004-11-24,21.034827544393714
2004-11-25,21.293015693418152
2004-11-26,21.85978507369474
2004-11-27,22.087146733126744
2004-11-28,22.060351811541143
2004-11-29,22.717168405309277
2004-11-30,23.128670489840356
2004-12-01,23.276926752083334
2004-12-02,23.691458089175534
2004-12-03,24.190477844780737
2004-12-04,24.835144373680592
2004-12-05,25.151632370216223
2004-12-06,25.759179781586333
2004-12-07,26.393135091658642
2004-12-08,26.54277259162863
2004-12-09,26.84497121501916
2004-12-10,27.146167450461785
2004-12-11,27.462571636609887
2004-12-12,27.727101224910157
2004-12-13,27.82694672653624
2004-12-14,27.978889072461666
2004-12-15,28.657531138456726
2004-12-16,29.463948690598272
2004-12-17,29.331015317614224
2004-12-18,29.87858886784418
2004-12-19,30.41400408400979
2004-12-20,30.286860341706554
2004-12-21,30.531513873333214
2004-12-22,30.65488465066065
2004-12-23,31.30487242095725
2004-12-24,31.90804974239956
2004-12-25,32.10312861124667
2004-12-26,32.14876683124422
2004-12-27,32.42823418418625
2004-12-28,33.14695249899241
2004-12-29,33.63020164918999
2004-12-30,33.930196095482955
2004-12-31,34.47077880356612
2005-01-01,34.92200420411045
2005-01-02,35.35564609561121
2005-01-03,35.385927716384714
2005-01-04,36.152178234567955
2005-01-05,35.81284001998584
2005-01-06,36.141962306970264
2005-01-07,36.32576911522012
2005-01-08,36.49033646463385
2005-01-09,36.68387862833171
2005-01-10,36.9991067501946
2005-01-11,37.09021116803002
2005-01-12,37.89358247998884
2005-01-13,38.314888584669426
2005-01-14,38.36119707963181
2005-01-15,38.865981575845126
2005-01-16,39.396786002864836
2005-01-17,39.98925256959257
2005-01-18,39.90973054002978
2005-01-19,40.446887578375
2005-01-20,41.034161249225924
2005-01-21,41.235735646881224
2005-01-22,41.67258484957271
2005-01-23,42.411579733543675
2005-01-24,43.06727127659061
2005-01-25,43.74227671831044
2005-01-26,44.39869067419019
2005-01-27,44.461587860846706
2005-01-28,44.7195532589517
2005-01-29,44.74594440243091
2005-01-30,45.13893934357289
2005-01-31,45.70162634920546
2005-02-01,46.28752738994156
2005-02-02,46.84600179179321
2005-02-03,46.92702296680445
2005-02-04,47.49271887208461
2005-02-05,47.755035648825746
2005-02-06,48.34348871829265
2005-02-07,49.03807860099798
2005-02-08,49.53367846157299
2005-02-09,50.01100864780189
2005-02-10,50.56633716373449
2005-02-11,50.47980933722329
2005-02-12,50.89058314734664
2005-02-13,51.31107967215544
2005-02-14,51.2707659691001
2005-02-15,51.60721099565688
2005-02-16,51.77919128473013
2005-02-17,52.15296273692192
2005-02-18,52.429776705420316
2005-02-19,52.884544193180325
2005-02-20,53.580322363892115
2005-02-21,53.93612724840518
2005-02-22,53.754837726687114
2005-02-23,54.158181165720755
2005-02-24,54.36372077171836
2005-02-25,54.654069237898625
2005-02-26,55.15252117519381
2005-02-27,55.22544404934154
2005-02-28,55.781900561175
2005-03-01,56.028933557040126
2005-03-02,56.270297180424976
2005-03-03,56.289999703179184
2005-03-04,56.7901529967731
2005-03-05,56.80815969354482
2005-03-06,57.11890847287557
2005-03-07,57.42056680696623
2005-03-08,57.50557329313812
2005-03-09,57.3896625076954
2005-03-10,57.545494835239666
2005-03-11,58.11759826518381
2005-03-12,58.49396005796139
2005-03-13,58.88167725282708
2005-03-14,59.02355939527037
2005-03-15,59.47547826771112
2005-03-16,60.07081653799392
2005-03-17,60.387780601887115
2005-03-18,60.6554210280302
2005-03-19,60.860044222893606
2005-03-20,61.06120844845052
2005-03-21,60.92770327044032
2005-03-22,61.14650321222481
2005-03-23,61.40599350749247
2005-03-24,61.707377707524856
2005-03-25,61.88800162692119
2005-03-26,62.32916112257155
2005-03-27,62.30079845232559
2005-03-28,62.67625223088956
2005-03-29,62.920798081967504
2005-03-30,63.08594881731162
2005-03-31,63.359208082219915
2005-04-01,63.51263019892516
2005-04-02,63.66006934310615
2005-04-03,63.4745816394596
2005-04-04,63.63252459689911
2005-04-05,63.957168277361234
2005-04-06,64.11430848233174
2005-04-07,64.77360262547404
2005-04-08,65.17587041230358
2005-04-09,65.3264075861547
2005-04-10,65.23671944675377
2005-04-11,65.35746856143685
2005-04-12,65.4518359226144
2005-04-13,65.5792719794775
2005-04-14,65.49903404454531
2005-04-15,65.63817377213908
2005-04-16,65.47004554214557
2005-04-17,65.47053911571636
2005-04-18,65.8748632467043
2005-04-19,65.98420588681479
2005-04-20,66.14572343416111
2005-04-21,66.00357427296773
2005-04-22,66.01817979593513
2005-04-23,66.49881266290484
2005-04-24,66.49799874232983
2005-04-25,66.18020196624256
2005-04-26,66.41536991812646
2005-04-27,66.03735010247482
2005-04-28,66.04090396028069
2005-04-29,66.02321902754989
2005-04-30,65.56957501969933
2005-05-01,65.34461255610275
2005-05-02,65.38985092770574
2005-05-03,65.22080258902521
2005-05-04,65.11236370862346
2005-05-05,64.93188612652357
2005-05-06,64.54431828417161
2005-05-07,64.04140611741042
2005-05-08,63.65398034798381
2005-05-09,63.668036317272175
2005-05-10,63.72570559062776
2005-05-11,63.50236261852178
2005-05-12,63.409549386237764
2005-05-13,63.34123617708341
2005-05-14,63.26881548362779
2005-05-15,62.847907870038064
2005-05-16,62.85812685115343
2005-05-17,62.84674103829994
2005-05-18,62.41771981800982
2005-05-19,62.38295109612618
2005-05-20,62.39118685903574
2005-05-21,62.21065655889895
2005-05-22,61.866595234435444
2005-05-23,61.218080086146614
2005-05-24,61.11570553065373
2005-05-25,60.81519358545643
2005-05-26,60.491746478074035
2005-05-27,60.27352827095971
2005-05-28,60.23760438337061
2005-05-29,59.75935548513584
2005-05-30,60.23284578815906
2005-05-31,60.08210918727941
2005-06-01,59.96362042839119
2005-06-02,59.96320044986836
2005-06-03,59.81369754275218
2005-06-04,59.53998174662411
2005-06-05,59.76745413756403
2005-06-06,59.54130289144779
2005-06-07,59.46576231898096
2005-06-08,59.11435227294199
2005-06-09,58.59696546364354
2005-06-10,58.42627773982622
2005-06-11,58.35378664654955
2005-06-12,58.08062130079329
2005-06-13,57.57512790739955
2005-06-14,57.843815899925865
2005-06-15,57.48335810470583
2005-06-16,56.935158280543334
2005-06-17,57.35331837233287
2005-06-18,56.896194371065825
2005-06-19,56.224116312438426
2005-06-20,55.964585398779896
2005-06-21,55.81267578936014
2005-06-22,55.73492426599763
2005-06-23,55.218217744836785
2005-06-24,55.43842682992589
2005-06-25,55.125960916195325
2005-06-26,54.80697815137828
2005-06-27,54.69193484384372
2005-06-28,54.94393411707374
2005-06-29,54.31627181131351
2005-06-30,53.97145439365722
2005-07-01,53.85959047434407
2005-07-02,53.27867260463956
2005-07-03,52.924738142468236
2005-07-04,52.95612526691563
2005-07-05,52.511814071517314
2005-07-06,52.27530876047521
2005-07-07,52.007790052704536
2005-07-08,51.83387963483561
2005-07-09,51.44246001902038
2005-07-10,51.29289146091537
2005-07-11,51.07451486431351
2005-07-12,50.8533083410393
2005-07-13,50.812766062740124
2005-07-14,50.584357054984636
2005-07-15,50.39548759624284
2005-07-16,50.323499578084856
2005-07-17,49.66618593386598
2005-07-18,49.69318943958667
2005-07-19,49.91691955123265
2005-07-20,49.702679480940056
2005-07-21,49.40816252163787
2005-07-22,48.86261916146371
2005-07-23,48.6690380855952
2005-07-24,47.94236701889799
